"Aalborg Airport","Aalborg","Denmark","AAL",57.0927589138,9.84924316406
"Sindal Airport","Sindal","Denmark","CNL",57.503502,10.2294
"Cork Airport","Cork","Ireland","ORK",51.84130096435547,-8.491109848022461
"Galway Airport","Galway","Ireland","GWY",53.300201416015625,-8.941590309143066
"Dublin Airport","Dublin","Ireland","DUB",53.421299,-6.27007
"Ireland West Knock Airport","Connaught","Ireland","NOC",53.910301208496094,-8.818490028381348
"Kerry Airport","Kerry","Ireland","KIR",52.18090057373047,-9.52377986907959
"Shannon Airport","Shannon","Ireland","SNN",52.702,-8.92482
"Sligo Airport","Sligo","Ireland","SXL",54.280200958252,-8.5992097854614
"Waterford Airport","Waterford","Ireland","WAT",52.187198638916016,-7.0869598388671875
"Donegal Airport","Dongloe","Ireland","CFN",55.0442008972168,-8.340999603271484
"Inishmore Aerodrome","Inis Mor","Ireland","IOR",53.1067008972168,-9.653610229492188
"Connemara Regional Airport","Indreabhan","Ireland","NNR",53.23030090332031,-9.467780113220215
"Inisheer Aerodrome","Inisheer","Ireland","INQ",53.064701080322266,-9.510899543762207
"Inishmaan Aerodrome","Inishmaan","Ireland","IIA",53.09299850463867,-9.568059921264648
"Bantry Aerodrome","Bantry","Ireland","BYT",51.66859817504883,-9.484169960021973
"Kärdla Airport","Kardla","Estonia","KDL",58.99079895019531,22.830699920654297
"Kuressaare Airport","Kuressaare","Estonia","URE",58.22990036010742,22.50950050354004
"Pärnu Airport","Parnu","Estonia","EPU",58.41899871826172,24.47279930114746
"Lennart Meri Tallinn Airport","Tallinn-ulemiste International","Estonia","TLL",59.41329956049999,24.832799911499997
"Tartu Airport","Tartu","Estonia","TAY",58.3074989319,26.690399169900004
"Kunovice Airport","Kunovice","Czech Republic","UHE",49.02939987182617,17.439699172973633
"Karlovy Vary International Airport","Karlovy Vary","Czech Republic","KLV",50.202999114990234,12.914999961853027
"Ostrava Leos Janáček Airport","Ostrava","Czech Republic","OSR",49.6963005065918,18.111099243164062
"Pardubice Airport","Pardubice","Czech Republic","PED",50.01340103149414,15.73859977722168
"Přerov Air Base","Prerov","Czech Republic","PRV",49.42580032348633,17.404699325561523
"Václav Havel Airport Prague","Prague","Czech Republic","PRG",50.1008,14.26
"Brno-Tuřany Airport","Brno","Czech Republic","BRQ",49.15129852294922,16.694400787353516
"Vodochody Airport","Vodochody","Czech Republic","VOD",50.216599,14.3958
"Enontekio Airport","Enontekio","Finland","ENF",68.362602233887,23.424299240112
"Halli Airport","Halli","Finland","KEV",61.856039,24.786686
"Helsinki Malmi Airport","Helsinki","Finland","HEM",60.254600524902344,25.042800903320312
"Helsinki Vantaa Airport","Helsinki","Finland","HEL",60.317199707031,24.963300704956
"Hyvinkää Airfield","Hyvinkaa","Finland","HYV",60.6543998718,24.8810997009
"Kitee Airport","Kitee","Finland","KTQ",62.1661,30.073601
"Ivalo Airport","Ivalo","Finland","IVL",68.607299804688,27.405300140381
"Joensuu Airport","Joensuu","Finland","JOE",62.662899017334,29.607500076294
"Jyvaskyla Airport","Jyvaskyla","Finland","JYV",62.399501800537,25.678300857544
"Kauhava Airport","Kauhava","Finland","KAU",63.127102,23.051399
"Kemi-Tornio Airport","Kemi","Finland","KEM",65.778701782227,24.582099914551
"Kajaani Airport","Kajaani","Finland","KAJ",64.285499572754,27.692399978638
"Kauhajoki Airport","Kauhajoki","Finland","KHJ",62.4625015259,22.3931007385
"Kokkola-Pietarsaari Airport","Kruunupyy","Finland","KOK",63.721199035645,23.143100738525
"Kuusamo Airport","Kuusamo","Finland","KAO",65.987602233887,29.239400863647
"Kittilä Airport","Kittila","Finland","KTT",67.700996398926,24.846799850464
"Kuopio Airport","Kuopio","Finland","KUO",63.007099151611,27.797800064087
"Lahti Vesivehmaa Airport","Vesivehmaa","Finland","QLF",61.144199,25.693501
"Lappeenranta Airport","Lappeenranta","Finland","LPP",61.044601,28.144743
"Mariehamn Airport","Mariehamn","Finland","MHQ",60.122200012207,19.898199081421
"Mikkeli Airport","Mikkeli","Finland","MIK",61.6866,27.201799
"Oulu Airport","Oulu","Finland","OUL",64.930099487305,25.354600906372
"Pori Airport","Pori","Finland","POR",61.461700439453,21.799999237061
"Rovaniemi Airport","Rovaniemi","Finland","RVN",66.564796447754,25.830400466919
"Savonlinna Airport","Savonlinna","Finland","SVL",61.943099975586,28.945100784302
"Sodankyla Airport","Sodankyla","Finland","SOT",67.3949966431,26.6191005707
"Tampere-Pirkkala Airport","Tampere","Finland","TMP",61.414100646973,23.604400634766
"Turku Airport","Turku","Finland","TKU",60.514099121094,22.262800216675
"Utti Air Base","Utti","Finland","UTI",60.89640045166,26.938400268555
"Vaasa Airport","Vaasa","Finland","VAA",63.050701141357,21.762199401855
"Varkaus Airport","Varkaus","Finland","VRK",62.171100616455,27.868600845337
"Ylivieska Airfield","Ylivieska-raudaskyla","Finland","YLI",64.0547222,24.7252778
"Seinäjoki Airport","Seinäjoki / Ilmajoki","Finland","SJY",62.692101,22.8323
"Calais-Dunkerque Airport","Calais","France","CQF",50.962100982666016,1.954759955406189
"Albert-Bray Airport","Albert","France","BYF",49.9715003967,2.69765996933
"Le Touquet-Côte d'Opale Airport","Le Tourquet","France","LTQ",50.517398834228516,1.6205899715423584
"Valenciennes-Denain Airport","Valenciennes","France","XVS",50.325801849365234,3.4612600803375244
"Agen-La Garenne Airport","Agen","France","AGF",44.17470169067383,0.5905560255050659
"Bordeaux-Mérignac Airport","Bordeaux","France","BOD",44.828300476100004,-0.715556025505
"Bergerac-Roumanière Airport","Bergerac","France","EGC",44.82529830932617,0.5186110138893127
"Cognac-Châteaubernard (BA 709) Air Base","Cognac","France","CNG",45.65829849243164,-0.3174999952316284
"Poitiers-Biard Airport","Poitiers","France","PIS",46.58769989013672,0.30666598677635193
"Montluçon-Guéret Airport","Montlucon-gueret","France","MCU",46.222599029541016,2.363960027694702
"Limoges Airport","Limoges","France","LIG",45.86280059814453,1.1794400215148926
"Niort-Souché Airport","Niort","France","NIT",46.313477,-0.394529
"Toulouse-Blagnac Airport","Toulouse","France","TLS",43.629101,1.36382
"Pau Pyrénées Airport","Pau","France","PUF",43.380001068115234,-0.41861099004745483
"Tarbes-Lourdes-Pyrénées Airport","Tarbes","France","LDE",43.1786994934082,-0.006438999902456999
"Angoulême-Brie-Champniers Airport","Angouleme","France","ANG",45.72919845581055,0.22145600616931915
"Brive Souillac Airport","Brive","France","BVE",45.039722,1.485556
"Périgueux-Bassillac Airport","Perigueux","France","PGX",45.19810104370117,0.815555989742279
"Biarritz-Anglet-Bayonne Airport","Biarritz-bayonne","France","BIQ",43.4683333,-1.5311111
"Cahors-Lalbenque Airport","Cahors","France","ZAO",44.35139846801758,1.4752800464630127
"Albi-Le Séquestre Airport","Albi","France","LBI",43.91389846801758,2.1130599975585938
"Castres-Mazamet Airport","Castres","France","DCM",43.55630111694336,2.289180040359497
"Rodez-Marcillac Airport","Rodez","France","RDZ",44.407901763916016,2.4826700687408447
"Royan-Médis Airport","Royan","France","RYN",45.62810134887695,-0.9725000262260437
"Montauban Airport","Montauban","France","XMW",44.025699615478516,1.3780399560928345
"Rochefort-Saint-Agnant (BA 721) Airport","Rochefort","France","RCO",45.88779830932617,-0.9830560088157654
"Colmar-Houssen Airport","Colmar","France","CMR",48.109901428222656,7.359010219573975
"Dole-Tavaux Airport","Dole","France","DLE",47.042686,5.435063
"Aubenas-Ardèche Méridional Airport","Aubenas-vals-lanas","France","OBS",44.544203,4.372192
"Le Puy-Loudes Airport","Le Puy","France","LPY",45.0806999206543,3.762890100479126
"Metz-Nancy-Lorraine Airport","Metz","France","ETZ",48.9821014404,6.25131988525
"Bastia-Poretta Airport","Bastia","France","BIA",42.55270004272461,9.48373031616211
"Calvi-Sainte-Catherine Airport","Calvi","France","CLY",42.5244444,8.7930556
"Figari Sud-Corse Airport","Figari","France","FSC",41.5005989074707,9.097780227661133
"Ajaccio-Napoléon Bonaparte Airport","Ajaccio","France","AJA",41.92359924316406,8.8029203414917
"Propriano Airport","Propriano","France","PRP",41.66059875488281,8.889749526977539
"Solenzara (BA 126) Air Base","Solenzara","France","SOZ",41.924400329589844,9.406000137329102
"Auxerre-Branches Airport","Auxerre","France","AUF",47.85020065307617,3.497109889984131
"Chambéry-Savoie Airport","Chambery","France","CMF",45.638099670410156,5.880229949951172
"Clermont-Ferrand Auvergne Airport","Clermont-Ferrand","France","CFE",45.7867012024,3.1691699028
"Bourges Airport","Bourges","France","BOU",47.058101654052734,2.3702800273895264
"Annemasse Airport","Annemasse","France","QNJ",46.1920013428,6.268390178680001
"Lyon Saint-Exupéry Airport","Lyon","France","LYS",45.725556,5.081111
"Saint-Yan Airport","St.-yan","France","SYT",46.412498474121094,4.0132598876953125
"Roanne-Renaison Airport","Roanne","France","RNE",46.05830001831055,4.001389980316162
"Annecy-Haute-Savoie-Mont Blanc Airport","Annecy","France","NCY",45.9308333,6.1063889
"Grenoble-Isère Airport","Grenoble","France","GNB",45.36289978027344,5.329370021820068
"Valence-Chabeuil Airport","Valence","France","VAF",44.9216,4.9699
"Vichy-Charmeil Airport","Vichy","France","VHY",46.169700622558594,3.4037399291992188
"Aurillac Airport","Aurillac","France","AUR",44.89139938354492,2.4219400882720947
"Châteauroux-Déols ""Marcel Dassault"" Airport","Chateauroux","France","CHR",46.860278,1.721111
"Lyon-Bron Airport","Lyon","France","LYN",45.72719955444336,4.944270133972168
"Cannes-Mandelieu Airport","Cannes","France","CEQ",43.542,6.95348
"Saint-Étienne-Bouthéon Airport","St-Etienne","France","EBU",45.54059982299805,4.296390056610107
"Carcassonne Airport","Carcassonne","France","CCF",43.215999603271484,2.3063199520111084
"Marseille Provence Airport","Marseille","France","MRS",43.439271922,5.22142410278
"Nice-Côte d'Azur Airport","Nice","France","NCE",43.6584014893,7.215869903560001
"Orange-Caritat (BA 115) Air Base","Orange","France","XOG",44.140499114990234,4.866720199584961
"Perpignan-Rivesaltes (Llabanère) Airport","Perpignan","France","PGF",42.74039840698242,2.8706700801849365
"Le Castellet Airport","Le Castellet","France","CTT",43.252498626708984,5.785190105438232
"Montpellier-Méditerranée Airport","Montpellier","France","MPL",43.57619857788086,3.96301007270813
"Béziers-Vias Airport","Beziers","France","BZR",43.32350158691406,3.3538999557495117
"Avignon-Caumont Airport","Avignon","France","AVN",43.90729904174805,4.901830196380615
"Mende-Brenoux Airfield","Mende","France","MEN",44.502102,3.53282
"Paris Beauvais Tillé Airport","Beauvais","France","BVA",49.45439910888672,2.1127800941467285
"Évreux-Fauville (BA 105) Air Base","Evreux","France","EVX",49.02870178222656,1.2198599576950073
"Le Havre Octeville Airport","Le Havre","France","LEH",49.53390121459961,0.08805599808692932
"Abbeville","Abbeville","France","XAB",50.143501,1.831891
"Orléans-Bricy (BA 123) Air Base","Orleans","France","ORE",47.9878005981,1.7605600357100002
"Châlons-Vatry Airport","Chalons","France","XCR",48.7733333333,4.206111111
"Rouen Airport","Rouen","France","URO",49.38420104980469,1.1748000383377075
"Tours-Val-de-Loire Airport","Tours","France","TUF",47.4322013855,0.727605998516
"Cholet Le Pontreau Airport","Cholet","France","CET",47.08209991455078,-0.8770639896392822
"Laval-Entrammes Airport","Laval","France","LVA",48.03139877319336,-0.7429860234260559
"Paris-Le Bourget Airport","Paris","France","LBG",48.969398498535156,2.441390037536621
"Creil Air Base","Creil","France","CSF",49.253501892089844,2.5191400051116943
"Charles de Gaulle International Airport","Paris","France","CDG",49.012798,2.55
"Toussus-le-Noble Airport","Toussous-le-noble","France","TNF",48.75189971923828,2.1061899662017822
"Paris-Orly Airport","Paris","France","ORY",48.7233333,2.3794444
"Pontoise - Cormeilles-en-Vexin Airport","Pontoise","France","POX",49.096667,2.040833
"Villacoublay-Vélizy (BA 107) Air Base","Villacoublay","France","VIY",48.7741667,2.1916667
"Nevers-Fourchambault Airport","Nevers","France","NVS",47.002601623535156,3.1133298873901367
"Maubeuge-Élesmes Airport","Maubeuge","France","XME",50.31050109863281,4.033120155334473
"Lille-Lesquin Airport","Lille","France","LIL",50.563332,3.086886
"Merville-Calonne Airport","Merville","France","HZB",50.61840057373047,2.642240047454834
"Charleville-Mézières Airport","Charleville","France","XCZ",49.78390121459961,4.647079944610596
"Brest Bretagne Airport","Brest","France","BES",48.447898864746094,-4.418540000915527
"Cherbourg-Maupertus Airport","Cherbourg","France","CER",49.65010070800781,-1.4702800512313843
"Dinard-Pleurtuit-Saint-Malo Airport","Dinard","France","DNR",48.58769989013672,-2.0799601078033447
"La Baule-Escoublac Airport","La Baule","France","LBY",47.289398193359375,-2.3463900089263916
"Granville Airport","Granville","France","GFR",48.88309860229492,-1.564170002937317
"Deauville-Saint-Gatien Airport","Deauville","France","DOL",49.3652992249,0.154305994511
"Lorient South Brittany (Bretagne Sud) Airport","Lorient","France","LRT",47.76060104370117,-3.440000057220459
"La Roche-sur-Yon Airport","La Roche-sur-yon","France","EDM",46.701900482177734,-1.3786300420761108
"Landivisiau Air Base","Landivisiau","France","LDV",48.53030014038086,-4.151639938354492
"Caen-Carpiquet Airport","Caen","France","CFR",49.173301696777344,-0.44999998807907104
"Le Mans-Arnage Airport","Le Mans","France","LME",47.94860076904297,0.20166699588298798
"Rennes-Saint-Jacques Airport","Rennes","France","RNS",48.069499969499994,-1.73478996754
"Lannion-Côte de Granit Airport","Lannion","France","LAI",48.754398,-3.47166
"Quimper-Cornouaille Airport","Quimper","France","UIP",47.974998474121094,-4.167789936065674
"Nantes Atlantique Airport","Nantes","France","NTE",47.153198242200006,-1.61073005199
"Saint-Brieuc-Armor Airport","St.-brieuc Armor","France","SBK",48.5378,-2.85444
"Morlaix-Ploujean Airport","Morlaix","France","MXN",48.6031990051,-3.81577992439
"Vannes-Meucon Airport","Vannes","France","VNE",47.72330093383789,-2.718559980392456
"Saint-Nazaire-Montoir Airport","St.-nazaire","France","SNR",47.3105556,-2.1566667
"EuroAirport Basel-Mulhouse-Freiburg Airport","Mulhouse","France","BSL",47.59,7.5291667
"Dijon-Bourgogne Airport","Dijon","France","DIJ",47.268902,5.09
"Metz-Frescaty (BA 128) Air Base","Metz","France","MZM",49.07170104980469,6.131669998168945
"Épinal-Mirecourt Airport","Epinal","France","EPL",48.325001,6.06998
"Nancy-Essey Airport","Nancy","France","ENC",48.692100524902344,6.230460166931152
"Reims-Champagne (BA 112) Air Base","Reims","France","RHE",49.310001,4.05
"Strasbourg Airport","Strasbourg","France","SXB",48.538299560546875,7.628230094909668
"Toulon-Hyères Airport","Hyeres","France","TLN",43.0973014832,6.14602994919
"Nîmes-Arles-Camargue Airport","Nimes","France","FNI",43.75740051269531,4.4163498878479
"Île d'Yeu Airport","Île d'Yeu","France","IDY",46.71860122680664,-2.3911099433898926
"Angers-Loire Airport","Angers/Marcé","France","ANE",47.560299,-0.312222
"La Môle Airport","La Môle","France","LTT",43.205399,6.482
"Gustaf III Airport","Gustavia","France","SBH",17.904399871826172,-62.84360122680664
"Courchevel Airport","Courcheval","France","CVF",45.39670181274414,6.6347198486328125
"La Rochelle-Île de Ré Airport","La Rochelle","France","LRH",46.17919921875,-1.1952799558639526
"Fréjus Airport","Frejus","France","FRJ",43.4175,6.7357
"Megève Airport","Verdun","France","MVV",45.82080078125,6.652219772338867
"Méribel Altiport","Ajaccio","France","MFX",45.407003,6.577942
"Fontaine Airport","Belfort","France","BOR",47.655601501465,7.0108299255371
"Gibraltar Airport","Gibraltar","Gibraltar","GIB",36.1511993408,-5.3496599197400005
"Alderney Airport","Alderney","Guernsey","ACI",49.706104,-2.21472
"Guernsey Airport","Guernsey","Guernsey","GCI",49.435001373291016,-2.6019699573516846
"Narsarsuaq Airport","Narssarssuaq","Greenland","UAK",61.1604995728,-45.4259986877
"Godthaab / Nuuk Airport","Godthaab","Greenland","GOH",64.19090271,-51.6781005859
"Kangerlussuaq Airport","Sondrestrom","Greenland","SFJ",67.0122218992,-50.7116031647
"Thule Air Base","Thule","Greenland","THU",76.5311965942,-68.7032012939
"Ilulissat Airport","Ilulissat","Greenland","JAV",69.2432022095,-51.0570983887
"Qasigiannguit Heliport","Qasigiannguit","Greenland","JCH",68.822815547,-51.1734473705
"Aasiaat Airport","Aasiaat","Greenland","JEG",68.7218017578,-52.7846984863
"Alluitsup Paa Heliport","Alluitsup Paa","Greenland","LLU",60.46445,-45.56917
"Neerlerit Inaat Airport","Neerlerit Inaat","Greenland","CNP",70.7431030273,-22.6504993439
"Paamiut Heliport","Paamiut","Greenland","JFR",61.9921989441,-49.6624984741
"Qeqertarsuaq Heliport","Qeqertarsuaq Airport","Greenland","JGO",69.251181993,-53.5148763657
"Qaqortoq Heliport","Qaqortoq","Greenland","JJU",60.715684155299996,-46.0299186409
"Maniitsoq Airport","Maniitsoq","Greenland","JSU",65.4124984741,-52.9393997192
"Nanortalik Heliport","Nanortalik","Greenland","JNN",60.141883975899994,-45.232976675
"Narsaq Heliport","Narsaq","Greenland","JNS",60.9172827256,-46.059923172
"Qaanaaq Airport","Qaanaaq","Greenland","NAQ",77.4886016846,-69.3887023926
"Sisimiut Airport","Sisimiut","Greenland","JHS",66.9513015747,-53.7293014526
"Upernavik Airport","Upernavik","Greenland","JUV",72.7901992798,-56.1305999756
"Qaarsut Airport","Uummannaq","Greenland","JQA",70.7341995239,-52.6962013245
"Ittoqqortoormiit Heliport","Ittoqqortoormiit","Greenland","OBY",70.4882288244,-21.971679925900002
"Uummannaq Heliport","Uummannaq","Greenland","UMD",70.6804279261,-52.111630439799995
"Attu Heliport","Attu","Greenland","QGQ",67.9406628551,-53.6218696833
"Kangaatsiaq Heliport","Kangaatsiaq","Greenland","QPW",68.3126574861,-53.4602075815
"Kitsissuarsuit Heliport","Kitsissuarsuit","Greenland","QJE",68.85792599759999,-53.123295307199996
"Ilimanaq Heliport","Ilimanaq","Greenland","XIQ",69.0809150007,-51.1143153906
"Qeqertaq Heliport","Qeqertaq","Greenland","QQT",69.9958611087,-51.3009166718
"Ikamiut Heliport","Ikamiut","Greenland","QJI",68.6342530984,-51.8322622776
"Eqalugaarsuit Heliport","Eqalugaarsuit","Greenland","QFG",60.6197196536,-45.9140619636
"Ikerassaarsuk Heliport","Ikerasaarsuk","Greenland","QRY",68.14088100629999,-53.4414589405
"Altenburg-Nobitz Airport","Altenburg","Germany","AOC",50.981945,12.506389
"Riesa-Göhlis Airport","Riesa","Germany","IES",51.2936096191,13.3561105728
"Rechlin-Lärz Airport","Rechlin-laerz","Germany","REB",53.306388855,12.7522220612
"Schönhagen Airport","Schoenhagen","Germany","QXH",52.203609,13.156389
"Barth Airport","Barth","Germany","BBH",54.338253,12.710515
"Magdeburg ""City"" Airport","Magdeburg","Germany","ZMG",52.073612,11.626389
"Cottbus-Drewitz Airport","Cottbus","Germany","CBU",51.889442,14.531944
"Berlin-Schönefeld Airport","Berlin","Germany","SXF",52.380001,13.5225
"Dresden Airport","Dresden","Germany","DRS",51.1328010559082,13.767200469970703
"Erfurt Airport","Erfurt","Germany","ERF",50.979801177978516,10.958100318908691
"Frankfurt am Main Airport","Frankfurt","Germany","FRA",50.033333,8.570556
"Münster Osnabrück Airport","Munster","Germany","FMO",52.134601593,7.68483018875
"Hamburg Airport","Hamburg","Germany","HAM",53.630401611328,9.9882297515869
"Berlin-Tempelhof International Airport","Berlin","Germany","THF",52.472999572753906,13.403900146484375
"Cologne Bonn Airport","Cologne","Germany","CGN",50.8658981323,7.1427397728
"Düsseldorf Airport","Duesseldorf","Germany","DUS",51.289501,6.76678
"Munich Airport","Munich","Germany","MUC",48.353802,11.7861
"Nuremberg Airport","Nuernberg","Germany","NUE",49.498699,11.078056
"Leipzig/Halle Airport","Leipzig","Germany","LEJ",51.423889,12.236389
"Saarbrücken Airport","Saarbruecken","Germany","SCN",49.214599609400004,7.10950994492
"Stuttgart Airport","Stuttgart","Germany","STR",48.689899444599995,9.22196006775
"Berlin-Tegel Airport","Berlin","Germany","TXL",52.5597,13.2877
"Hannover Airport","Hannover","Germany","HAJ",52.461101532,9.685079574580001
"Bremen Airport","Bremen","Germany","BRE",53.0475006104,8.78666973114
"Frankfurt-Egelsbach Airport","Egelsbach","Germany","QEF",49.959999,8.645833
"Frankfurt-Hahn Airport","Hahn","Germany","HHN",49.9487,7.26389
"Mannheim-City Airport","Mannheim","Germany","MHG",49.473057,8.514167
"Eisenach-Kindel Airport","Eisenach","Germany","EIB",50.991604,10.47973
"Siegerland Airport","Siegerland","Germany","SGE",50.707698822021484,8.082969665527344
"Hamburg-Finkenwerder Airport","Hamburg","Germany","XFW",53.5352783203125,9.835556030273438
"Kiel-Holtenau Airport","Kiel","Germany","KEL",54.37944412231445,10.145277976989746
"Lübeck Blankensee Airport","Luebeck","Germany","LBC",53.8054008484,10.7192001343
"Essen Mulheim Airport","Essen","Germany","ESS",51.40230178833008,6.9373297691345215
"Bielefeld Airport","Bielefeld","Germany","BFE",51.964722,8.544444
"Mönchengladbach Airport","Moenchengladbach","Germany","MGL",51.230278,6.504444
"Paderborn Lippstadt Airport","Paderborn","Germany","PAD",51.614101409899995,8.616319656369999
"Dortmund Airport","Dortmund","Germany","DTM",51.51829910279999,7.61223983765
"Augsburg Airport","Augsburg","Germany","AGB",48.425278,10.931667
"Oberpfaffenhofen Airport","Oberpfaffenhofen","Germany","OBF",48.081402,11.2831
"Straubing Airport","Straubing","Germany","RBM",48.90083312988281,12.516667366027832
"Friedrichshafen Airport","Friedrichshafen","Germany","FDH",47.671298980699994,9.51148986816
"Schwerin Parchim Airport","Parchim","Germany","SZW",53.426998,11.7834
"Bayreuth Airport","Bayreuth","Germany","BYU",49.985001,11.64
"Burg Feuerstein Airport","Burg Feuerstein","Germany","URD",49.794166564941,11.133610725403
"Hof-Plauen Airport","Hof","Germany","HOQ",50.288612365722656,11.856389045715332
"Zweibrücken Airport","Zweibruecken","Germany","ZQW",49.2094,7.40056
"Donaueschingen-Villingen Airport","Donaueschingen","Germany","ZQL",47.97333145139999,8.52222156525
"Braunschweig-Wolfsburg Airport","Braunschweig","Germany","BWE",52.319199,10.5561
"Kassel-Calden Airport","Kassel","Germany","KSF",51.417273,9.384967
"Bremerhaven Airport","Bremerhaven","Germany","BRV",53.506943,8.572778
"Emden Airport","Emden","Germany","EME",53.391109,7.2275
"Wilhelmshaven-Mariensiel Airport","Wilhelmshaven","Germany","WVN",53.502220153808594,8.05222225189209
"Borkum Airport","Borkum","Germany","BMK",53.59639,6.709167
"Norderney Airport","Norderney","Germany","NRD",53.70694351196289,7.230000019073486
"Flensburg-Schäferhaus Airport","Flensburg","Germany","FLF",54.77333450317383,9.378889083862305
"Westerland Sylt Airport","Westerland","Germany","GWT",54.9132003784,8.34047031403
"Spangdahlem Air Base","Spangdahlem","Germany","SPM",49.9726982117,6.69250011444
"Ramstein Air Base","Ramstein","Germany","RMS",49.4369010925293,7.600279808044434
"[Duplicate] Giebelstadt Army Air Field","Giebelstadt","Germany","GHF",49.648101806599996,9.966489791870002
"Celle Airport","Celle","Germany","ZCN",52.59120178222656,10.022100448608398
"Fritzlar Airport","Fritzlar","Germany","FRZ",51.1146,9.286
"Hanau Army Air Field","Hanau","Germany","ZNF",50.169201,8.96159
"Flugplatz Kitzingen","Kitzingen","Germany","KZG",49.743099,10.2006
"Nordholz Naval Airbase","Nordholz","Germany","FCN",53.7677001953,8.658499717709999
"Geilenkirchen Air Base","Geilenkirchen","Germany","GKE",50.9608,6.04242
"Rostock-Laage Airport","Laage","Germany","RLG",53.9182014465,12.278300285299999
"Schleswig Air Base","Schleswig","Germany","WBG",54.459301,9.51633
"Wiesbaden Army Airfield","Wiesbaden","Germany","WIE",50.049800872802734,8.325400352478027
"Fürstenfeldbruck Air Base","Fuerstenfeldbruck","Germany","FEL",48.205555,11.266944
"Ingolstadt Manching Airport","Ingolstadt","Germany","IGS",48.7156982421875,11.534000396728516
"Gütersloh Air Base","Guetersloh","Germany","GUT",51.922798,8.30633
"Memmingen Allgau Airport","Memmingen","Germany","FMM",47.988800048799995,10.2395000458
